max_bitrate,regulator_max_bitrate,fec,redundancy,chunk_duration,chunk_max_packets,repair,write_method,max_payload,rcvbuf_size,tx_bytes,tx_packets,OutDatagrams,SndbufErrors,rx_bytes,rx_packets,InDatagrams,InErrors,NoPorts,RcvbufErrors,InCsumErrors,IgnoredMulti,MemErrors,details_uuid,success,returncode,duration
500000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,c2a533991248,1,0,2.5206
500000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,1c6af320da8c,1,0,2.6207
500000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1893,16,0,16,0,0,0,176e01162d1d,0,0,2.5178
750000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,a062a4fe4a13,1,0,1.8389
750000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,73eebc6f2d1d,1,0,1.8083
750000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,f6565f471411,1,0,2.0100
750000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1884,25,0,25,0,0,0,1f5817dbbb36,0,0,1.8057
1000000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,0818596ae522,1,0,1.5038
1000000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,5eaeb38a6be2,1,0,1.4675
1000000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,174d4b7718c3,1,0,1.6138
1000000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,8c0415336387,1,0,1.4651
0,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,6b61e9a96656,1,0,1.4134
0,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,00b1bf53f565,1,0,1.3794
0,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,a3f79e3a2f4d,1,0,1.4203
0,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,77b791427ebf,1,0,1.3781
500000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,37ea496f40cc,1,0,2.5512
500000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,3d1bd14f8e66,1,0,2.5168
500000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,70e348f578e3,1,0,2.6108
500000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1893,16,0,16,0,0,0,7132c4c21b3a,0,0,2.5199
750000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,02c3a14a30a5,1,0,1.8397
750000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,25620c1b05e3,1,0,1.8090
750000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,61d5f8f19528,1,0,1.8280
750000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,8fe4d9ffc365,1,0,1.8114
1000000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,e2d1061310b8,1,0,1.5050
1000000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,38307e772198,1,0,1.4677
1000000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,8fc2aebd6838,1,0,1.6057
